Word,Pronunciation
為著,wai jeuk
圍繞,wai jiu / wai jiu
為主要,wai jyu yiu
為期,wai kei
圍裙,wai kwan*
遺留,wai lau
遺物,wai mat
遺忘,wai mong
為難,wai naan
為生,wai saang
遺失,wai sat
維修,wai sau
為首,wai sau
維斯,wai si
為時,wai si
遺體,wai tai
維護,wai wu
為止,wai zi
遺囑,wai zuk
為主,wai zyu
遺,"wai,wai"
偉,wai
偉大,wai daai
偉哥,wai go
偉岸,wai ngon
惠,wai
慧,wai
謂,wai
胃,wai
衛,wai
胃病,wai beng
衛兵,wai bing
為何,wai ho
惠州,wai jau
惠子,wai ji
位於,wai jyu
為例,wai lai
為了,wai liu
惠民,wai man
為乜,wai mat
位面,wai min
為什麼,wai sam mo
為甚麼,wai sam mo
為食,wai sik
衛城,wai sing
位置,wai zi
為咗,wai zo
為着,wai zoek
位,wai|wai
溫,wan
瘟,wan
瘟仔,wan {zai zi}
温度,wan dou
温馨,wan hing
溫州,wan jau
溫柔,wan jau
溫文,wan man
溫暖,wan nyun
溫馴,wan seun
穩,wan
搵,wan 
搵笨,wan ban
搵錢,wan cin*
穩定,wan ding
搵工,wan gung
搵日,wan jat
搵老襯,wan lou can
搵世界,wan sai gaai
搵食,wan sik
穩穩,wan wan
穩陣,wan zan
雲,wan
魂,wan
暈咗,wan jo
暈浪,wan long
渾身,wan san
雲石,wan sek
雲吞,wan tan
雲煙,wan yin
允,wan
運,wan
混,wan
運籌,wan chau
運程,wan ching
混沌,wan deun
運到,wan dou
運動,wan dung
運動袋,wan dung doi
運動會,wan dung wui*
混吉,wan gat
運行,wan hang
混合,wan hap
運氣,wan hei
運用,wan jung
混亂,wan lyun
韻味,wan mei
韻事,wan si
運輸,wan syu
混入,wan yap
運滯,wan zai
混帳,wan zoeng
混賬,wan zoeng
運作,wan zok
屈,wat
鬱,wat
屈服,wat fuk
屈辱,wat juk
屈尾十,wat mei sap
屈質,wat zat
核突,wat dat
域,wik
榮,wing
榮歸,wing gwai
榮譽,wing jyu
榮華,wing wa
永,wing
永不,wing bat
永遠,wing jyun
泳,wing
泳池,wing ci
窩,wo
蝸牛,wo ngau
窩心,wo sam
喎,wo wo
和,wo
禾,wo
和服,wo fuk
和解,wo gaai
和諧,wo haai
和政,wo jing
和理非非,wo lei fei fei
和顏悅色,wo ngaan jyut sik
和藹,wo oi
和藹可親,wo oi ho chan
和平,wo ping
和平共處,wo ping gung cyu
和尚,wo seung*
和事佬,wo si lou
和事老,wo si lou
和善,wo sin
禍,wo
鑊,wok
獲得,wok dak
枉,wong
枉費,wong fai
黃,wong
皇,wong
惶,wong
蝗,wong
蝗蟲,wong chung
黃大仙,wong daai sin
皇帝,wong dai
黃道吉日,wong dou gat jat
黃花閨女,wong fa gwai neui*
黃昏,wong fan
黃飛鴻,wong fei hung
王家衛,wong ga wai
黃金,wong gam
黃金時,wong gam si
黃腳雞,wong goek gai
王國,wong gwok
皇后,wong hau
王后,wong hau
黃興,wong hing
黃臉,wong lim
黃臉婆,wong lim po
王明,wong ming
黃泥,wong nai
皇牌,wong paai
黃平,wong ping
黃色,wong sik
皇上,wong soeng
王子,wong zi
黃紙兄弟,wong zi hing dai
往,wong
往返票,wong faan piu
往後,wong hau
往日,wong jat
往來,wong loi
往美國,wong mei gwok
往上,wong seung
往事,wong si
往還,wong waan
往往,wong wong
旺,wong
旺季,wong gwai
嗚,wu
烏,wu
污,wu
嗚呼,wu fu
污染,wu jim
烏煙瘴氣,wu jin hei
烏蠅,wu jing*
嗚咽,wu jit
烏拉圭,wu laai gwai
烏龍,wu lung*
烏龍茶,wu lung* caa
烏龍王,wu lung* wong
污穢,wu wai
烏有,wu yau
污糟,wu zou
污糟邋遢,wu zou laat taat
胡,wu
湖,wu
壺,wu
糊,wu
鬍,wu
湖泊,wu bok
狐狸,wu lei
狐狸精,wu lei zing
胡鬧,wu naau
胡思亂想,wu si lyun seung
鬍鬚,wu sou
糊塗,wu tou
胡同,wu tung
胡混,wu wan
糊糊,wu wu
狐疑,wu yi
胡言,wu yin
互,wu
護,wu
户,wu
互動,wu dung
互動電視,wu dung din si
護膚,wu fu
户口,wu hau
護理,wu lei
互聯網,wu lyun mong
互聯網絡,wu lyun mong lok
互聯網上,wu lyun mong seung
互聯網業,wu lyun mong yip
互生,wu saang
互相,wu seung
護士,wu si
護照,wu ziu
煨,wui
會,wui
回,wui
徊,wui
回春,wui cheun
回程,wui cing
回答,wui daap
回到,wui dou
回返,wui faan
回覆,wui fuk
回復,wui fuk / wui fuk
回家,wui gaa
回敬,wui ging
回顧,wui gu
回歸,wui gwai
回國,wui gwok
回合,wui hap
回去,wui heoi
回鄉,wui heung
回憶,wui jik
回應,wui jing
回扣,wui kau
回來,wui loi
回落,wui lok
回味,wui mei
回心轉意,wui sam zyun ji
回收,wui sau
回手,wui sau
回水,wui seoi
回信,wui seun
回想起,wui seung hei
回想,wui soeng
迴旋,wui syun
回頭,wui tau
會,wui
會不會,wui bat wui
會報,wui bou
會前,wui chin
會打,wui da
會得到,wui dak dou
會講,wui gong
會客,wui haak
會後,wui hau
會展,wui jin
會漏,wui lau
會理,wui lei
會安,wui on
會首,wui sau
會寫,wui se
會社,wui se
會商,wui seung
會上,wui seung
會堂,wui tong
會會,wui wui
會用,wui yung
會,wui
匯報,wui bou
會場,wui coeng
會計,wui gai
會計師,wui gai si
會見,wui gin
匯合,wui hap
匯聚,wui jeui
會議,wui ji
會議室,wui ji sat
會員,wui jyun [wui jyun]
匯率,wui leot*
會所,wui so
會談,wui taam
會話,wui waa*
碗,wun
惋,wun
碗碟,wun dip
援,wun
換,wun
喚,wun
換班,wun baan
緩衝,wun cung
玩到,wun dou
煥發,wun faat
玩具,wun geoi
換句話說,wun geui wah syut
玩過,wun gwo
玩器,wun hei
玩了,wun liu
玩弄,wun lung
換衫,wun saam
玩世不恭,wun sai bat gung
緩和,wun wo
玩玩,wun wun
玩一玩,wun yat wun
活,wut
活火,wut fo
活火山,wut fo saan
活期,wut kei
活期存款,wut kei chyun fun
活力,wut lik
活潑,wut put
活生生,wut saang saang
活兒,wut yi
也就是,ya jau si
音帶,yam daai
音樂作品,yam lok jok ban
音樂愛好者,yam lok oi hou je
音樂聲,yam lok sing
陰毛,yam mou
陰雲,yam wan
飲水,yam seui
淫鬼,yam gwai
淫威,yam wai
任教,yam gaau
任何地方,yam ho dei fong
任何事,yam ho si
任何一個人,yam ho yat go yan
任期,yam kei
任內,yam noi
任人,yam yan
欣賞一下,yan seung yat ha
欣然接受,yan yin jip sau
忍得,yan dak
忍得住,yan dak jyu
隱含,yan ham
忍無可忍,yan mou ho yan
隱沒,yan mut
忍耐力,yan noi lik
忍痛,yan tung
隱隱,yan yan
忍讓,yan yeung
印巴,yan ba
印刷術,yan chaat seut
印象深刻,yan jeung sam hak
印尼,yan nei
人保,yan bou
人稱,yan ching
人從,yan chung
人定,yan ding
人間喜劇,yan gaan hei kek
仁兄,yan hing
人海,yan hoi
人權宣言,yan kyun syun yin
人脈,yan mak
人文,yan man
人民共和國,yan man gung wo gwok
人名,yan ming
人腦,yan nou
仁愛,yan oi
人生命,yan saang ming
人死,yan sei
人相,yan seung
人事變動,yan si bin dung
人人有責,yan yan yau jaak
人煙,yan yin
人形,yan ying
人與人之間,yan yu yan ji gaan
引以為傲,yan yi wai ngou
入海口,yap hoi hau
入座,yap jo
入市,yap si
一把刀,yat ba dou
一百五十億,yat baak ng sap yik
一不做二不休,yat bat jou yi bat yau
一杯茶,yat bui cha
一籌莫展,yat chau mok jin
一車,yat che
一次又一次,yat chi yau yat chi
一千七百萬,yat chin chat baak maan
一千萬,yat chin maan
一寸光陰一寸金,yat chyun gwong yam yat chyun gam
一大把,yat daai ba
一大筆,yat daai bat
一大半,yat daai bun
一大堆,yat daai deui
一等,yat dang
一堆人,yat deui yan
一滴,yat dik
一滴眼淚,yat dik ngaan leui
一點都,yat dim dou
一點都不,yat dim dou bat
一點一滴,yat dim yat dik
一袋,yat doi
一黨,yat dong
一動,yat dung
一反常態,yat faan seung taai
一分鐘,yat fan jung
一家,yat ga
一家三口,yat ga saam hau
一家四口,yat ga sei hau
一覺醒來,yat gaau sing loi
一舉一動,yat geui yat dung
一句,yat geui
一件,yat gin
一件大事,yat gin daai si
一件事,yat gin si
一件小事,yat gin siu si
一個多,yat go do
一個勁,yat go ging
一個禮拜,yat go lai baai
一行人,yat hang yan
一開始,yat hoi chi
一圈,yat hyun
一陣陣,yat jan jan
一直到,yat jik dou
一直以來,yat jik yi loi
一級方程式,yat kap fong ching sik
一萬公尺,yat maan gung chek
一萬五千,yat maan ng chin
一面倒,yat min dou
一無所獲,yat mou so wok
一年後,yat nin hau
一怒之下,yat nou ji ha
一拍即合,yat paak jik hap
一批又一批,yat pai yau yat pai
一篇,yat pin
一遍,yat pin
一片漆黑,yat pin chat haak
一片光明,yat pin gwong ming
一盤,yat pun
一首歌,yat sau go
一廂情願,yat seung ching yun
一閃一閃,yat sim yat sim
一聲,yat sing
一星期,yat sing kei
一體化,yat tai fa
一條心,yat tiu sam
一桶,yat tung
一環,yat waan
一會,yat wui
一日三餐,yat yat saam chaan
一夜,yat ye
一夜之間,yat ye ji gaan
日拆,yat chaak
日朝,yat chiu
日電,yat din
日系,yat hai
日行,yat hang
日至,yat ji
逸緻,yat ji
日利,yat lei
日神,yat san
日常生活中,yat seung saang wut jung
邱吉爾,yau gat yi
優雅地,yau nga dei
優先權,yau sin kyun
油光,yau gwong
遊走,yau jau
遊離,yau lei
遊手,yau sau
柔順,yau seun
悠然,yau yin
由於當時,yau yu dong si
猶豫地,yau yu dei
有辦法,yau baan faat
有必要,yau bit yiu
有別,yau bit
有別於,yau bit yu
有刺,yau chi
有情,yau ching
有德,yau dak
有的人,yau dik yan
有電,yau din
有多大,yau do daai
有道理,yau dou lei
有福,yau fuk
有救,yau gau
有機會,yau gei wui
有記者問,yau gei je man
有結果,yau git gwo
有關部門,yau gwaan bou mun
有關聯,yau gwaan lyun
有效地,yau haau dei
有戲,yau hei
有好處,yau hou chyu
有爭議,yau jang yi
有著,yau jeuk
有精神,yau jing san
有證據證明,yau jing geui jing ming
有作為,yau jok wai
有組織地,yau jou jik dei
有重,yau jung
有重大改變,yau jung daai goi bin
有權,yau kyun
有權力,yau kyun lik
有了,yau liu
有文化,yau man fa
有問題,yau man tai
有眉目,yau mei muk
有味,yau mei
有味道,yau mei dou
有魅力,yau mei lik
有無,yau mou
有毛,yau mou
有愛心,yau oi sam
有心人,yau sam yan
有水,yau seui
有信心,yau seun sam
有色,yau sik
有先例,yau sin lai
有聲音,yau sing yam
有消息,yau siu sik
有所不同,yau so bat tung
有太多,yau taai do
有條,yau tiu
有條件,yau tiu gin
有為,yau wai
誘人,yau yan
有一次,yau yat chi
有一種,yau yat jung
有一天,yau yat tin
有意見,yau yi gin
有意志,yau yi ji
有義務,yau yi mou
有益健康,yau yik gin hong
有染,yau yim
有餘,yau yu
有緣,yau yun
又名,yau ming
又一次,yau yat chi
椰奶,ye naai
惹得,ye dak
惹人,ye yan
夜叉,ye cha
夜行,ye hang
夜生活,ye saang wut
贏家,yeng ga
銳氣,yeui hei
約比,yeuk bei
約德,yeuk dak
約見,yeuk gin
約個時間,yeuk go si gaan
約翰內斯,yeuk hon noi si
約翰內斯堡,yeuk hon noi si bou
約制,yeuk jai
約倫,yeuk leun
約有,yeuk yau
藥費,yeuk fai
藥療,yeuk liu
陽春,yeung cheun
洋菜,yeung choi
陽間,yeung gaan
羊頭,yeung tau
陽臺,yeung toi
洋人,yeung yan
養兵,yeung bing
養好,yeung hou
養貓,yeung maau
仰天,yeung tin
養育之恩,yeung yuk ji yan
釀酒,yeung jau
讓球,yeung kau
讓一讓,yeung yat yeung
依循,yi cheun
醫科大學,yi fo daai hok
依附,yi fu
衣袖,yi jau
醫者,yi je
衣裝,yi jong
醫療費,yi liu fai
醫療費用,yi liu fai yung
醫療資源,yi liu ji yun
衣帽間,yi mou gaan
衣食,yi sik
依然故我,yi yin gu ngo
意動,yi dung
意見分歧,yi gin fan kei
意氣風發,yi hei fung faat
意即,yi jik
意中人,yi jung yan
意味深長,yi mei sam cheung
意外收穫,yi ngoi sau wok
意猶未盡,yi yau mei jeun
意欲,yi yuk
而不需,yi bat seui
移情,yi ching
胰島,yi dou
移到,yi dou
宜家,yi ga
而後,yi hau
移去,yi heui
移開,yi hoi
宜人,yi yan
頤養,yi yeung
頤養天年,yi yeung tin nin
以對付,yi deui fu
以方,yi fong
以解決,yi gaai kyut
已久,yi gau
已經成為,yi ging sing wai
耳光,yi gwong
已知,yi ji
以太,yi taai
以人為本,yi yan wai bun
已有,yi yau
二百五,yi baak ng
二次大戰,yi chi daai jin
二重,yi chung
二代,yi doi
二度,yi dou
二道,yi dou
二房,yi fong
二樓,yi lau
二世,yi sai
二十六歲,yi sap luk seui
二手車,yi sau che
異數,yi sou
二話,yi wa
二一添作五,yi yat tim jok ng
異於,yi yu
義勇,yi yung
益友,yik yau
逆流,yik lau
逆耳,yik yi
掩藏,yim chong
掩耳,yim yi
嚴格的,yim gaak dik
嚴重性,yim jung sing
嚴令,yim ling
鹽田,yim tin
驗傷,yim seung
煙灰,yin fui
煙消雲散,yin siu wan saan
嫣然,yin yin
演好,yin hou
賢妻良母,yin chai leung mou
研發,yin faat
言談,yin taam
言聽計從,yin teng gai chung
燃油稅,yin yau seui
現役,yin yik
英才,ying choi
應得到,ying dak dou
應屆,ying gaai
英雄地,ying hung dei
英政府,ying jing fu
英文翻譯,ying man faan yik
英文歌,ying man go
影帝,ying dai
影像處理,ying jeung chyu lei
應答,ying daap
應點,ying dim
應付到,ying fu dou
應力,ying lik
應聲,ying sing
應和,ying wo
應用軟件,ying yung yun gin*
盈虧,ying kwai
迎新,ying san
認親,ying chan
認證,ying jing
認識到,ying sik dou
認人,ying yan
認認真真,ying ying jan jan
業大,yip daai
熱腸,yit cheung
熱地,yit dei
熱力,yit lik
熱鬧非凡,yit naau fei faan
熱飲,yit yam
邀請到,yiu cheng dou
妖婦,yiu fu
要想,yiu seung
要不要,yiu bat yiu
要出去,yiu cheut heui
要千方百計,yiu chin fong baak gai
要錢,yiu chin
要地,yiu dei
要道,yiu dou
要端,yiu dyun
要件,yiu gin
要好好,yiu hou hou
要追,yiu jeui
要進一步,yiu jeun yat bou
要之,yiu ji
要強,yiu keung
要臉,yiu lim
要目,yiu muk
要死,yiu sei
要成為,yiu sing wai
要義,yiu yi
搖滾音樂,yiu gwan yam ngok
饒命,yiu meng
搖身,yiu san
搖身一變,yiu san yat bin
搖搖頭,yiu yiu tau
於都,yu dou
魚尾,yu mei
魚船,yu syun
魚台,yu toi
餘波,yu bo
餘慶,yu hing
娛樂場,yu lok cheung
如山,yu saan
如實,yu sat
如上,yu seung
與我無關,yu ngo mou gwaan
與世隔絕,yu sai gaak jyut
雨絲,yu si
愈來愈多,yu loi yu do
遇事,yu si
肉店,yuk dim
慾火,yuk fo
玉石,yuk sek
肉體上,yuk tai seung
冤家路窄,yun ga lou jaak
冤魂,yun wan
冤枉錢,yun wong chin
怨命,yun ming
圓場,yun cheung
完全正確,yun chyun jing kok
原地,yun dei
圓地,yun dei
原基,yun gei
完工,yun gung
猿猴,yun hau
玄虛,yun heui
玄學,yun hok
懸空,yun hung
原則性,yun jak sing
沿著,yun jeuk
完了,yun liu
完成任務,yun sing yam mou
圓圓,yun yun
遠房,yun fong
軟座,yun jo
遠距離,yun keui lei
遠慮,yun leui
遠望,yun mong
雍正,yung jing
容光煥發,yung gwong wun faat
容祖兒,yung jou yi
融為一體,yung wai yat tai
庸人,yung yan
庸人自擾,yung yan ji yiu
用錢,yung chin
用情,yung ching
用得著,yung dak jeuk
用電,yung din
用計,yung gai
用工作,yung gung jok
勇決,yung kyut
用力拉,yung lik laai
用料,yung liu
用來,yung loi
勇武,yung mou
用雙手,yung seung sau
用於,yung yu
用完,yung yun
越好,yut hou
越秀,yut sau
揸,zaa
渣,zaa
咱,zaa
揸車,zaa ce
渣都冇得剩,zaa dou mou dak {sing zing}
揸旗,zaa kei
咱們,zaa mun
揸拿,zaa naa
揸手,zaa sau
揸水,zaa seoi
揸水煲,zaa seoi bou
揸住,zaa zyu
鮓,zaa
詐,zaa
炸,zaa
乍,zaa
榨,zaa
炸彈,zaa daan*
詐諦,zaa dai
詐癲扮傻,zaa din baan so
詐喊,zaa haam
詐型,zaa jing
詐死,zaa sei
詐傻扮懵,zaa so baan mung
炸薯條,zaa syu tiu*
詐詐諦諦,zaa zaa dai dai
齋,zaai
齋啡,zaai fe
債,zaai
債務,zaai mou
債仔,zaai zai
債主,zaai zyu
窄,zaak
責,zaak
責袋,zaak {doi doi*}
責任,zaak jam
責罵,zaak maa
笮,"zaak,zaak,zok"
擇,zaak
摘,zaak
擲,zaak
斬,zaam
斬纜,zaam laam
斬料,zaam liu*
眨眼,zaam ngaan
斬手指,zaam sau zi
站,zaam
暫,zaam
暫時,zaam si
盞,zaan
盞鬼,zaan gwai
讚,zaan
贊,zaan
讚美,zaan mei
贊成,zaan sing
讚賞,zaan soeng
贊同,zaan tung
贊助,zaan zo
賺,zaan
撰,zaan
賺錢,zaan cin*
踭,zaang
爭拗,zaang aau
爭啲,zaang di
爭好遠,zaang hou jyun
眨,zaap
集,zaap
雜,zaap
閘,zaap
習,zaap
雜貨,zaap fo
襲擊,zaap gik
集合,zaap hap
雜物,zaap mat
集體,zaap tai
集團,zaap tyun
集會,zaap wui [zaap wui]
集資,zaap zi
雜誌,zaap zi
習俗,zaap zuk
集中,zaap zung
閘住,zaap zyu
紮,zaat
嘲,zaau
嘲笑,zaau siu
找,zaau
爪,zaau
找到,zaau dou
找晦氣,zaau fui hei
爪牙,zaau ngaa
找數,zaau sou
肘,zaau/zau (interchangeable)
罩,zaau
擠,zai
劑,zai
仔女,zai neoi*
仔仔,zai* zai*
制,zai
掣,zai
製,zai
祭,zai
際,zai
製品,zai ban
制訂,zai ding
制定,zai ding
制度,zai dou
祭旗,zai kei
制水,zai seoi
制止,zai zi
製作,zai zok
製造,zai zou
滯,zai
側邊,zak bin
側面,zak min
側身,zak san
側重,zak zung
針,zam
斟,zam
砧,zam
斟盤,zam {pun pun*}
砧板,zam baan
斟茶,zam caa
針對,zam deoi
斟生意,zam saang ji
斟水,zam seoi
針線,zam sin
怎,zam
怎樣,zam joeng
怎麼,zam mo
怎麼樣,zam mo joeng
枕頭,zam tau
枕住,zam zyu
浸死,zam sei
沉死,zam sei
真,zan
珍,zan
真情,zan cing
真切,zan cit
真的,zan dik
真係,zan hai
真空,zan hung
真理,zan lei
珍妮,zan nei
真愛,zan oi
真心,zan sam
真實,zan sat
真是,zan si
珍惜,zan sik
真誠,zan sing
真相,zan soeng
真話,zan waa
真真,zan zan
真真正正,zan zan zing zing
真摯,zan zi
真正,zan zing
珍珠,zan zyu
震,zan
振,zan
鎮,zan
鎮壓,zan aat
震動,zan dung
振奮,zan fan
震驚,zan ging
震撼,zan ham
陣,zan
陣間,zan gaan
陣線,zan sin
憎,zang
僧,zang
掙,zang
增,zang
爭吵,zang caau
爭取,zang ceoi
增大,zang daai
爭奪,zang dyut
爭風呷醋,zang fung haap cou
增加,zang gaa
增光,zang gwong
憎恨,zang han
爭氣,zang hei
爭議,zang ji
增強,zang koeng
增添,zang tim
掙扎,zang zaat
爭執,zang zap
增進,zang zeon
增值,zang zik
增長,zang zoeng
贈,zang
執,zap
汁,zap
執返條命仔,zap {faan faan} tiu meng {zai zi}
執法,zap faat
